date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses
2017-10-30,null,null,0.0,0.453817,21873.0,null,
2017-10-31,null,null,0.0,0.534153,110856.0,null,
2017-11-01,null,null,0.0,0.665505,241493.0,null,
2017-11-02,null,null,0.0,1.08,276079.0,null,
2017-11-03,null,null,0.0,1.18,51631.0,null,
2017-11-04,null,null,0.0,1.35,55451.0,null,
2017-11-05,null,null,0.0,1.24,88534.0,null,
2017-11-06,null,null,0.0,1.59,348604.0,null,
2017-11-07,null,null,0.0,1.73,476528.0,null,
2017-11-08,null,null,0.0,1.41,126020.0,null,
2017-11-09,null,null,0.0,1.31,88687.0,null,
2017-11-10,null,null,0.0,1.23,172543.0,null,
2017-11-11,null,null,0.0,0.913627,87265.0,null,
2017-11-12,null,null,0.0,1.05,63451.0,null,
2017-11-13,null,null,0.0,1.04,26404.0,null,
2017-11-14,null,null,0.0,0.958108,35891.0,null,
2017-11-15,null,null,0.0,1.06,36238.0,null,
2017-11-16,5000000.0,1,0.0,1.0,32680.0,2,
2017-11-17,null,null,0.0,1.03,31045.0,null,
2017-11-18,null,null,0.0,0.973898,42698.0,null,
2017-11-19,null,null,0.0,0.969894,17206.0,null,
2017-11-20,null,null,0.0,1.0,37446.0,null,
2017-11-21,null,null,0.0,0.963688,53901.0,null,
2017-11-22,null,null,0.0,1.06,29666.0,null,
2017-11-23,null,null,0.0,1.09,39387.0,null,
2017-11-24,null,null,0.0,1.01,63073.0,null,
2017-11-25,null,null,0.0,1.1,12393.0,null,
2017-11-26,null,null,0.0,1.13,52840.0,null,
2017-11-27,null,null,0.0,1.0,126392.0,null,
2017-11-28,null,null,0.0,1.4,117213.0,null,
2017-11-29,null,null,0.0,1.63,90903.0,null,
2017-11-30,null,null,0.0,1.12,23448.0,null,
2017-12-01,null,null,0.0,1.35,97184.0,null,
2017-12-02,null,null,0.0,1.46,25697.0,null,
2017-12-03,null,null,0.0,1.62,37541.0,null,
2017-12-04,null,null,0.0,1.55,95590.0,null,
2017-12-05,null,null,0.0,1.16,62904.0,null,
2017-12-06,null,null,0.0,1.58,216482.0,null,
2017-12-07,null,null,0.0,1.75,199030.0,null,
2017-12-08,null,null,0.0,1.78,87178.0,null,
2017-12-09,null,null,0.0,1.78,68996.0,null,
2017-12-10,null,null,0.0,1.88,83091.0,null,
2017-12-11,null,null,0.0,1.75,76913.0,null,
2017-12-12,null,null,0.0,1.97,162836.0,null,
2017-12-13,null,null,0.0,2.11,60800.0,null,
2017-12-14,1010.0,3,0.0,2.02,35517.0,4,
2017-12-15,33235363.0,4,0.0,2.03,130752.0,5,
2017-12-16,null,null,0.0,2.4,209230.0,null,
2017-12-17,null,null,0.0,2.6,219214.0,null,
2017-12-18,531132787.361,7169,0.0,2.83,206305000.0,7321,
2017-12-19,129924312.35,2595,0.0,2.14,52223100.0,2234,
2017-12-20,74930517.9401,1597,427608000.0,2.14,46317300.0,1524,
2017-12-21,84285231.8364,1940,0.0,2.16,86107900.0,1771,
2017-12-22,60463511.0085,1190,0.0,2.94,55008500.0,1107,
